ID	Concept	Language	IPA
2319	we	KADAZAN	toko
2320	you	KADAZAN	ko
2321	I	KAGAYANEN	a
2322	blood	KAGAYANEN	ləŋəsa
2323	bone	KAGAYANEN	bəkəg
2324	breast	KAGAYANEN	susu
2325	come	KAGAYANEN	iliŋ
2326	die	KAGAYANEN	pataj
2327	dog	KAGAYANEN	ajam
2328	drink	KAGAYANEN	inəm
2329	ear	KAGAYANEN	taliŋa
2330	eye	KAGAYANEN	mata
2331	fire	KAGAYANEN	apuj
2332	fish	KAGAYANEN	sidaʔ
2333	full	KAGAYANEN	panu
2334	hand	KAGAYANEN	blukan
2335	hear	KAGAYANEN	mati
2336	horn	KAGAYANEN	suŋaj
2337	knee	KAGAYANEN	buʔul
2338	leaf	KAGAYANEN	daun
2339	liver	KAGAYANEN	ataj
2340	louse	KAGAYANEN	kutu
2341	mountain	KAGAYANEN	bukid
2342	name	KAGAYANEN	ŋaran
2343	new	KAGAYANEN	bagʔu
2344	night	KAGAYANEN	kiləm
2345	nose	KAGAYANEN	iruŋ
2346	one	KAGAYANEN	isja
2347	path	KAGAYANEN	dalan
2348	person	KAGAYANEN	itaw
2349	see	KAGAYANEN	kita
2350	skin	KAGAYANEN	laŋgit
2351	star	KAGAYANEN	bituʔun
2352	stone	KAGAYANEN	batu
2353	sun	KAGAYANEN	adlaw
2354	tongue	KAGAYANEN	dilaʔ
2355	tooth	KAGAYANEN	ŋipən
2356	tree	KAGAYANEN	kauj
2357	two	KAGAYANEN	darawa
2358	water	KAGAYANEN	waig
2359	we	KAGAYANEN	kaj
2360	you	KAGAYANEN	ka
2361	I	KALAGAN	aku
2362	blood	KALAGAN	duguʔ
2363	bone	KALAGAN	pisaʔ
2364	breast	KALAGAN	susu
2365	come	KALAGAN	
2366	die	KALAGAN	
2367	dog	KALAGAN	iduʔ
2368	drink	KALAGAN	inəm
2369	ear	KALAGAN	taliŋa
2370	eye	KALAGAN	mata
2371	fire	KALAGAN	atulun
2372	fish	KALAGAN	isdaʔ
2373	full	KALAGAN	njatmoʔ
2374	hand	KALAGAN	biktin
2375	hear	KALAGAN	dəŋəg
2376	horn	KALAGAN	
2377	knee	KALAGAN	bukubuku
2378	leaf	KALAGAN	dawun
2379	liver	KALAGAN	ataj
2380	louse	KALAGAN	babəŋ
2381	mountain	KALAGAN	buntud
2382	name	KALAGAN	ŋalan
2383	new	KALAGAN	bagu
2384	night	KALAGAN	gabi
2385	nose	KALAGAN	iluŋ
2386	one	KALAGAN	sambuk
2387	path	KALAGAN	dalan
2388	person	KALAGAN	utaw
2389	see	KALAGAN	kitaʔ
2390	skin	KALAGAN	kindal
2391	star	KALAGAN	bitun
2392	stone	KALAGAN	batu
2393	sun	KALAGAN	
2394	tongue	KALAGAN	dilaʔ
2395	tooth	KALAGAN	untu
2396	tree	KALAGAN	kawuj
2397	two	KALAGAN	duwa
2398	water	KALAGAN	tubig
2399	we	KALAGAN	kitadun
2400	you	KALAGAN	ikaw
2401	I	KALINGA GUINAANG	saʔon
2402	blood	KALINGA GUINAANG	dala
2403	bone	KALINGA GUINAANG	tuŋʔal
2404	breast	KALINGA GUINAANG	susu
2405	come	KALINGA GUINAANG	
2406	die	KALINGA GUINAANG	
2407	dog	KALINGA GUINAANG	asu
2408	drink	KALINGA GUINAANG	uminum
2409	ear	KALINGA GUINAANG	iŋa
2410	eye	KALINGA GUINAANG	ata
2411	fire	KALINGA GUINAANG	apuj
2412	fish	KALINGA GUINAANG	lamos
2413	full	KALINGA GUINAANG	napnu
2414	hand	KALINGA GUINAANG	ima
2415	hear	KALINGA GUINAANG	doŋlon
2416	horn	KALINGA GUINAANG	
2417	knee	KALINGA GUINAANG	puwog
2418	leaf	KALINGA GUINAANG	tubu
2419	liver	KALINGA GUINAANG	agtoj
2420	louse	KALINGA GUINAANG	utu
2421	mountain	KALINGA GUINAANG	bilig
2422	name	KALINGA GUINAANG	ŋadan
2423	new	KALINGA GUINAANG	aʔʔopja
2424	night	KALINGA GUINAANG	labi
2425	nose	KALINGA GUINAANG	oŋol
2426	one	KALINGA GUINAANG	ossaʔan
2427	path	KALINGA GUINAANG	dalan
2428	person	KALINGA GUINAANG	tagu
2429	see	KALINGA GUINAANG	ilan
2430	skin	KALINGA GUINAANG	oblit
2431	star	KALINGA GUINAANG	bituwon
2432	stone	KALINGA GUINAANG	batu
2433	sun	KALINGA GUINAANG	
2434	tongue	KALINGA GUINAANG	dila
2435	tooth	KALINGA GUINAANG	5ipon
2436	tree	KALINGA GUINAANG	kaju
2437	two	KALINGA GUINAANG	duwa
2438	water	KALINGA GUINAANG	danum
2439	we	KALINGA GUINAANG	ditaʔo
2440	you	KALINGA GUINAANG	siʔa
2441	I	KALINGA LIMOS	sakon
2442	blood	KALINGA LIMOS	dala
2443	bone	KALINGA LIMOS	tulʔaŋ
2444	breast	KALINGA LIMOS	susu
2445	come	KALINGA LIMOS	datoŋ
2446	die	KALINGA LIMOS	natoj
2447	dog	KALINGA LIMOS	asu
2448	drink	KALINGA LIMOS	inum
2449	ear	KALINGA LIMOS	iŋa
2450	eye	KALINGA LIMOS	ata
2451	fire	KALINGA LIMOS	apuj
2452	fish	KALINGA LIMOS	ikan
2453	full	KALINGA LIMOS	napnu
2454	hand	KALINGA LIMOS	taklaj
2455	hear	KALINGA LIMOS	doŋol
2456	horn	KALINGA LIMOS	sakgud
2457	knee	KALINGA LIMOS	puwog
2458	leaf	KALINGA LIMOS	tubu
2459	liver	KALINGA LIMOS	agtoj
2460	louse	KALINGA LIMOS	kutu
2461	mountain	KALINGA LIMOS	bateled
2462	name	KALINGA LIMOS	ŋadan
2463	new	KALINGA LIMOS	bagu
2464	night	KALINGA LIMOS	labi
2465	nose	KALINGA LIMOS	oŋol
2466	one	KALINGA LIMOS	osa
2467	path	KALINGA LIMOS	dalan
2468	person	KALINGA LIMOS	tagu
2469	see	KALINGA LIMOS	ila
2470	skin	KALINGA LIMOS	kupsit
2471	star	KALINGA LIMOS	bituwon
2472	stone	KALINGA LIMOS	batu
2473	sun	KALINGA LIMOS	init
2474	tongue	KALINGA LIMOS	dila
2475	tooth	KALINGA LIMOS	ŋipon
2476	tree	KALINGA LIMOS	kaju
2477	two	KALINGA LIMOS	duwa
2478	water	KALINGA LIMOS	danum
2479	we	KALINGA LIMOS	dikami
2480	you	KALINGA LIMOS	sika
2481	I	KALLAHAN KAYAPA PROPER	hiʔgak
2482	blood	KALLAHAN KAYAPA PROPER	dala
2483	bone	KALLAHAN KAYAPA PROPER	pukil
2484	breast	KALLAHAN KAYAPA PROPER	huhu
2485	come	KALLAHAN KAYAPA PROPER	
2486	die	KALLAHAN KAYAPA PROPER	
2487	dog	KALLAHAN KAYAPA PROPER	ahhu
2488	drink	KALLAHAN KAYAPA PROPER	manʔinnum
2489	ear	KALLAHAN KAYAPA PROPER	ŋila
2490	eye	KALLAHAN KAYAPA PROPER	mata
2491	fire	KALLAHAN KAYAPA PROPER	apuj
2492	fish	KALLAHAN KAYAPA PROPER	paʔilləŋ
2493	full	KALLAHAN KAYAPA PROPER	napnu
2494	hand	KALLAHAN KAYAPA PROPER	taklaj
2495	hear	KALLAHAN KAYAPA PROPER	dədŋələn
2496	horn	KALLAHAN KAYAPA PROPER	
2497	knee	KALLAHAN KAYAPA PROPER	puwəg
2498	leaf	KALLAHAN KAYAPA PROPER	buluŋ
2499	liver	KALLAHAN KAYAPA PROPER	altəj
2500	louse	KALLAHAN KAYAPA PROPER	kutu
2501	mountain	KALLAHAN KAYAPA PROPER	duntug
2502	name	KALLAHAN KAYAPA PROPER	ŋadan
2503	new	KALLAHAN KAYAPA PROPER	ballu
2504	night	KALLAHAN KAYAPA PROPER	malabi
2505	nose	KALLAHAN KAYAPA PROPER	ələŋ
2506	one	KALLAHAN KAYAPA PROPER	hakəj
2507	path	KALLAHAN KAYAPA PROPER	dalan
2508	person	KALLAHAN KAYAPA PROPER	tuʔu
2509	see	KALLAHAN KAYAPA PROPER	unʔan
2510	skin	KALLAHAN KAYAPA PROPER	bəlat
2511	star	KALLAHAN KAYAPA PROPER	talaw
2512	stone	KALLAHAN KAYAPA PROPER	batu
2513	sun	KALLAHAN KAYAPA PROPER	
2514	tongue	KALLAHAN KAYAPA PROPER	dila
2515	tooth	KALLAHAN KAYAPA PROPER	haŋi
2516	tree	KALLAHAN KAYAPA PROPER	kallahan
2517	two	KALLAHAN KAYAPA PROPER	duwa
2518	water	KALLAHAN KAYAPA PROPER	danum
2519	we	KALLAHAN KAYAPA PROPER	hiʔgataju
2520	you	KALLAHAN KAYAPA PROPER	hiʔgam
2521	I	KALLAHAN KELEYQIQ IFUGAO	hiʔgak
2522	blood	KALLAHAN KELEYQIQ IFUGAO	kuhejaw
2523	bone	KALLAHAN KELEYQIQ IFUGAO	tuʔŋal
2524	breast	KALLAHAN KELEYQIQ IFUGAO	huhuʔ
2525	come	KALLAHAN KELEYQIQ IFUGAO	
2526	die	KALLAHAN KELEYQIQ IFUGAO	
2527	dog	KALLAHAN KELEYQIQ IFUGAO	ahhuʔ
2528	drink	KALLAHAN KELEYQIQ IFUGAO	inum
2529	ear	KALLAHAN KELEYQIQ IFUGAO	taŋilaʔ
2530	eye	KALLAHAN KELEYQIQ IFUGAO	mataʔ
2531	fire	KALLAHAN KELEYQIQ IFUGAO	apuj
2532	fish	KALLAHAN KELEYQIQ IFUGAO	deleg
2533	full	KALLAHAN KELEYQIQ IFUGAO	penuʔ
2534	hand	KALLAHAN KELEYQIQ IFUGAO	taklaj
2535	hear	KALLAHAN KELEYQIQ IFUGAO	deŋel
2536	horn	KALLAHAN KELEYQIQ IFUGAO	
2537	knee	KALLAHAN KELEYQIQ IFUGAO	pukel
2538	leaf	KALLAHAN KELEYQIQ IFUGAO	buluŋ
2539	liver	KALLAHAN KELEYQIQ IFUGAO	altej
2540	louse	KALLAHAN KELEYQIQ IFUGAO	kutuʔ
2541	mountain	KALLAHAN KELEYQIQ IFUGAO	duntug
2542	name	KALLAHAN KELEYQIQ IFUGAO	ŋadan
2543	new	KALLAHAN KELEYQIQ IFUGAO	baluh
2544	night	KALLAHAN KELEYQIQ IFUGAO	hileŋ
2545	nose	KALLAHAN KELEYQIQ IFUGAO	eleŋ
2546	one	KALLAHAN KELEYQIQ IFUGAO	hakej
2547	path	KALLAHAN KELEYQIQ IFUGAO	dalan
2548	person	KALLAHAN KELEYQIQ IFUGAO	tuʔuʔ
2549	see	KALLAHAN KELEYQIQ IFUGAO	aŋʔaŋ
2550	skin	KALLAHAN KELEYQIQ IFUGAO	belat
2551	star	KALLAHAN KELEYQIQ IFUGAO	bittuwen
2552	stone	KALLAHAN KELEYQIQ IFUGAO	batuʔ
2553	sun	KALLAHAN KELEYQIQ IFUGAO	
2554	tongue	KALLAHAN KELEYQIQ IFUGAO	dilaʔ
2555	tooth	KALLAHAN KELEYQIQ IFUGAO	ŋipen
2556	tree	KALLAHAN KELEYQIQ IFUGAO	kejew
2557	two	KALLAHAN KELEYQIQ IFUGAO	dewwaʔ
2558	water	KALLAHAN KELEYQIQ IFUGAO	danum
2559	we	KALLAHAN KELEYQIQ IFUGAO	hiʔgatjuʔ
2560	you	KALLAHAN KELEYQIQ IFUGAO	hiʔgam
2561	I	KANKANAY NORTHERN	sakʔin
2562	blood	KANKANAY NORTHERN	basa
2563	bone	KANKANAY NORTHERN	iŋit
2564	breast	KANKANAY NORTHERN	soso
2565	come	KANKANAY NORTHERN	
2566	die	KANKANAY NORTHERN	
2567	dog	KANKANAY NORTHERN	aso
2568	drink	KANKANAY NORTHERN	ominom
2569	ear	KANKANAY NORTHERN	iŋa
2570	eye	KANKANAY NORTHERN	mata
2571	fire	KANKANAY NORTHERN	apoj
2572	fish	KANKANAY NORTHERN	ikan
2573	full	KANKANAY NORTHERN	napno
2574	hand	KANKANAY NORTHERN	lədəŋ
2575	hear	KANKANAY NORTHERN	dəŋŋə
2576	horn	KANKANAY NORTHERN	
2577	knee	KANKANAY NORTHERN	powəg
2578	leaf	KANKANAY NORTHERN	tobo
2579	liver	KANKANAY NORTHERN	atəj
2580	louse	KANKANAY NORTHERN	koto
2581	mountain	KANKANAY NORTHERN	bilig
2582	name	KANKANAY NORTHERN	ŋadan
2583	new	KANKANAY NORTHERN	balo
2584	night	KANKANAY NORTHERN	labi
2585	nose	KANKANAY NORTHERN	əʔəŋ
2586	one	KANKANAY NORTHERN	əsa
2587	path	KANKANAY NORTHERN	daʔan
2588	person	KANKANAY NORTHERN	ipogaw
2589	see	KANKANAY NORTHERN	ila
2590	skin	KANKANAY NORTHERN	kollop
2591	star	KANKANAY NORTHERN	talaw
2592	stone	KANKANAY NORTHERN	bato
2593	sun	KANKANAY NORTHERN	
2594	tongue	KANKANAY NORTHERN	dila
2595	tooth	KANKANAY NORTHERN	babʔa
2596	tree	KANKANAY NORTHERN	kaʔiw
2597	two	KANKANAY NORTHERN	dowa
2598	water	KANKANAY NORTHERN	danom
2599	we	KANKANAY NORTHERN	datako
2600	you	KANKANAY NORTHERN	sikʔa
2601	I	KAPAMPANGAN	aku
2602	blood	KAPAMPANGAN	dajaʔ
2603	bone	KAPAMPANGAN	binjas
2604	breast	KAPAMPANGAN	susu
2605	come	KAPAMPANGAN	dataŋ
2606	die	KAPAMPANGAN	mate
2607	dog	KAPAMPANGAN	asu
2608	drink	KAPAMPANGAN	inum
2609	ear	KAPAMPANGAN	balugbug
2610	eye	KAPAMPANGAN	mata
2611	fire	KAPAMPANGAN	apiʔ
2612	fish	KAPAMPANGAN	asan
2613	full	KAPAMPANGAN	
2614	hand	KAPAMPANGAN	gamat
2615	hear	KAPAMPANGAN	damdaman
2616	horn	KAPAMPANGAN	
2617	knee	KAPAMPANGAN	
2618	leaf	KAPAMPANGAN	buluŋ
2619	liver	KAPAMPANGAN	ate
2620	louse	KAPAMPANGAN	kutu
2621	mountain	KAPAMPANGAN	
2622	name	KAPAMPANGAN	lagjuʔ
2623	new	KAPAMPANGAN	baju
2624	night	KAPAMPANGAN	beji
2625	nose	KAPAMPANGAN	aruŋ
2626	one	KAPAMPANGAN	metuŋ
2627	path	KAPAMPANGAN	dalan
2628	person	KAPAMPANGAN	tau
2629	see	KAPAMPANGAN	ikit
2630	skin	KAPAMPANGAN	balat
2631	star	KAPAMPANGAN	batwin
2632	stone	KAPAMPANGAN	batu
2633	sun	KAPAMPANGAN	
2634	tongue	KAPAMPANGAN	dilaʔ
2635	tooth	KAPAMPANGAN	ipan
2636	tree	KAPAMPANGAN	
2637	two	KAPAMPANGAN	adwaʔ
2638	water	KAPAMPANGAN	danum
2639	we	KAPAMPANGAN	itamu
2640	you	KAPAMPANGAN	ika
2641	I	KINARAY A	ako
2642	blood	KINARAY A	dugo
2643	bone	KINARAY A	tulʔan
2644	breast	KINARAY A	
2645	come	KINARAY A	
2646	die	KINARAY A	napataj
2647	dog	KINARAY A	ajam
2648	drink	KINARAY A	inom
2649	ear	KINARAY A	taliŋa
2650	eye	KINARAY A	mata
2651	fire	KINARAY A	kalajo
2652	fish	KINARAY A	isda
2653	full	KINARAY A	
2654	hand	KINARAY A	alima
2655	hear	KINARAY A	
2656	horn	KINARAY A	busina
2657	knee	KINARAY A	tuhod
2658	leaf	KINARAY A	
2659	liver	KINARAY A	ataj
2660	louse	KINARAY A	
2661	mountain	KINARAY A	bukid
2662	name	KINARAY A	
2663	new	KINARAY A	bagʔo
2664	night	KINARAY A	gabi
2665	nose	KINARAY A	iroŋ
2666	one	KINARAY A	sara
2667	path	KINARAY A	
2668	person	KINARAY A	tawo
2669	see	KINARAY A	
2670	skin	KINARAY A	panit
2671	star	KINARAY A	biton
2672	stone	KINARAY A	
2673	sun	KINARAY A	adlaw
2674	tongue	KINARAY A	dila
2675	tooth	KINARAY A	ŋipon
2676	tree	KINARAY A	kahoj
2677	two	KINARAY A	
2678	water	KINARAY A	tubig
2679	we	KINARAY A	kita
2680	you	KINARAY A	ikaw
2681	I	KOREAN	na
2682	blood	KOREAN	pi
2683	bone	KOREAN	bjo
2684	breast	KOREAN	kasum
2685	come	KOREAN	oda
2686	die	KOREAN	Cuk
2687	dog	KOREAN	kE
2688	drink	KOREAN	masi
2689	ear	KOREAN	kwi
2690	eye	KOREAN	nun
2691	fire	KOREAN	pul
2692	fish	KOREAN	mul kogi
2693	full	KOREAN	Can
2694	hand	KOREAN	son
2695	hear	KOREAN	tut
2696	horn	KOREAN	bul
2697	knee	KOREAN	murup
2698	leaf	KOREAN	iph
2699	liver	KOREAN	kan
2700	louse	KOREAN	i
2701	mountain	KOREAN	san
2702	name	KOREAN	irum
2703	new	KOREAN	sEroun
2704	night	KOREAN	pam
2705	nose	KOREAN	ko
2706	one	KOREAN	han
2707	path	KOREAN	kil
2708	person	KOREAN	saram
2709	see	KOREAN	po
2710	skin	KOREAN	gopdʒil
2711	star	KOREAN	pjol
2712	stone	KOREAN	tol
2713	sun	KOREAN	hE
2714	tongue	KOREAN	hjo
2715	tooth	KOREAN	i
2716	tree	KOREAN	namu
2717	two	KOREAN	tul
2718	water	KOREAN	mul
2719	we	KOREAN	uri
2720	you	KOREAN	taŋsin
2721	I	LEGAZPI	ʔaku
2722	blood	LEGAZPI	duguʔ
2723	bone	LEGAZPI	tuʔlaŋ
2724	breast	LEGAZPI	susu
2725	come	LEGAZPI	ʔabut
2726	die	LEGAZPI	gadan
2727	dog	LEGAZPI	ʔajam
2728	drink	LEGAZPI	ʔinum
2729	ear	LEGAZPI	taliŋa
2730	eye	LEGAZPI	mata
2731	fire	LEGAZPI	kalaju
2732	fish	LEGAZPI	siraʔ
2733	full	LEGAZPI	panuʔ
2734	hand	LEGAZPI	kamut
2735	hear	LEGAZPI	daŋug
2736	horn	LEGAZPI	suŋaj
2737	knee	LEGAZPI	tuhud
2738	leaf	LEGAZPI	dahun
2739	liver	LEGAZPI	katuj
2740	louse	LEGAZPI	kutu
2741	mountain	LEGAZPI	bulud
2742	name	LEGAZPI	ŋaran
2743	new	LEGAZPI	baʔgu
2744	night	LEGAZPI	baŋgi
2745	nose	LEGAZPI	duŋuʔ
2746	one	LEGAZPI	saruʔ
2747	path	LEGAZPI	dalan
2748	person	LEGAZPI	tawu
2749	see	LEGAZPI	ʔiliŋ
2750	skin	LEGAZPI	ʔunit
2751	star	LEGAZPI	bituʔun
2752	stone	LEGAZPI	gapuʔ
2753	sun	LEGAZPI	ʔaldaw
2754	tongue	LEGAZPI	dilaʔ
2755	tooth	LEGAZPI	ŋipun
2756	tree	LEGAZPI	kahuj
2757	two	LEGAZPI	duwa
2758	water	LEGAZPI	tubig
2759	we	LEGAZPI	kita
2760	you	LEGAZPI	kamu
2761	I	LIBON	ʔaku
2762	blood	LIBON	ruguʔ
2763	bone	LIBON	tulaŋ
2764	breast	LIBON	susu
2765	come	LIBON	ʔabut
2766	die	LIBON	goran
2767	dog	LIBON	ʔajam
2768	drink	LIBON	ʔinum
2769	ear	LIBON	taliŋa
2770	eye	LIBON	mata
2771	fire	LIBON	kalaju
2772	fish	LIBON	ʔisoraʔ
2773	full	LIBON	punuʔ
2774	hand	LIBON	kamot
2775	hear	LIBON	roŋog
2776	horn	LIBON	suŋoj
2777	knee	LIBON	tuwud
2778	leaf	LIBON	dawun
2779	liver	LIBON	ʔataj
2780	louse	LIBON	kutu
2781	mountain	LIBON	ʔampas
2782	name	LIBON	ŋaran
2783	new	LIBON	bagu
2784	night	LIBON	gabi
2785	nose	LIBON	ʔuruŋ
2786	one	LIBON	ʔosad
2787	path	LIBON	dalan
2788	person	LIBON	tawu
2789	see	LIBON	kita
2790	skin	LIBON	kulit
2791	star	LIBON	bituʔun
2792	stone	LIBON	batu
2793	sun	LIBON	ʔaldaw
2794	tongue	LIBON	riraʔ
2795	tooth	LIBON	ŋipon
2796	tree	LIBON	kawuj
2797	two	LIBON	duwa
2798	water	LIBON	tubig
2799	we	LIBON	kita
2800	you	LIBON	kamu
2801	I	LIVE	minama
2802	blood	LIVE	ver
2803	bone	LIVE	lju
2804	breast	LIVE	rinda
2805	come	LIVE	tulda
2806	die	LIVE	kuoljo
2807	dog	LIVE	pin
2808	drink	LIVE	dʒuodjo
2809	ear	LIVE	kuora
2810	eye	LIVE	
2811	fire	LIVE	tul
2812	fish	LIVE	kala
2813	full	LIVE	tEuc
2814	hand	LIVE	keic
2815	hear	LIVE	
2816	horn	LIVE	
2817	knee	LIVE	puola
2818	leaf	LIVE	ljed
2819	liver	LIVE	maksa
2820	louse	LIVE	
2821	mountain	LIVE	mEg
2822	name	LIVE	nim
2823	new	LIVE	uc
2824	night	LIVE	ie
2825	nose	LIVE	nana
2826	one	LIVE	ikS
2827	path	LIVE	rekriek
2828	person	LIVE	riStiŋ
2829	see	LIVE	nEdjo
2830	skin	LIVE	nogjo
2831	star	LIVE	
2832	stone	LIVE	kiuvkiu
2833	sun	LIVE	pEvaliki
2834	tongue	LIVE	kjel
2835	tooth	LIVE	ambaz
2836	tree	LIVE	pu
2837	two	LIVE	kakS
2838	water	LIVE	veic
2839	we	LIVE	meg
2840	you	LIVE	sinasa
2841	I	MAGUINDANAO	Eku
2842	blood	MAGUINDANAO	lugu
2843	bone	MAGUINDANAO	tulan
2844	breast	MAGUINDANAO	susu
2845	come	MAGUINDANAO	aŋaj
2846	die	MAGUINDANAO	mataj
2847	dog	MAGUINDANAO	asu
2848	drink	MAGUINDANAO	inum
2849	ear	MAGUINDANAO	taŋila
2850	eye	MAGUINDANAO	mata
2851	fire	MAGUINDANAO	apuj
2852	fish	MAGUINDANAO	seda
2853	full	MAGUINDANAO	
2854	hand	MAGUINDANAO	lima
2855	hear	MAGUINDANAO	pakikineg
2856	horn	MAGUINDANAO	
2857	knee	MAGUINDANAO	
2858	leaf	MAGUINDANAO	lawn
2859	liver	MAGUINDANAO	ataj
2860	louse	MAGUINDANAO	kutu
2861	mountain	MAGUINDANAO	
2862	name	MAGUINDANAO	ŋala
2863	new	MAGUINDANAO	bEgu
2864	night	MAGUINDANAO	magabi
2865	nose	MAGUINDANAO	ŋiluŋ
2866	one	MAGUINDANAO	isa
2867	path	MAGUINDANAO	lalan
2868	person	MAGUINDANAO	taw
2869	see	MAGUINDANAO	ilaj
2870	skin	MAGUINDANAO	upis
2871	star	MAGUINDANAO	bitun
2872	stone	MAGUINDANAO	watu
2873	sun	MAGUINDANAO	
2874	tongue	MAGUINDANAO	dila
2875	tooth	MAGUINDANAO	ŋipen
2876	tree	MAGUINDANAO	
2877	two	MAGUINDANAO	duwa
2878	water	MAGUINDANAO	ig
2879	we	MAGUINDANAO	
2880	you	MAGUINDANAO	ka
2881	I	MAMANWA	haʔo
2882	blood	MAMANWA	dogoʔ
2883	bone	MAMANWA	bəkəg
2884	breast	MAMANWA	soso
2885	come	MAMANWA	
2886	die	MAMANWA	
2887	dog	MAMANWA	idoʔ
2888	drink	MAMANWA	inəm
2889	ear	MAMANWA	taliŋa
2890	eye	MAMANWA	mata
2891	fire	MAMANWA	gabok
2892	fish	MAMANWA	idaʔ
2893	full	MAMANWA	katmoʔ
2894	hand	MAMANWA	alima
2895	hear	MAMANWA	batiʔ
2896	horn	MAMANWA	
2897	knee	MAMANWA	tohod
2898	leaf	MAMANWA	dahon
2899	liver	MAMANWA	pato
2900	louse	MAMANWA	toma
2901	mountain	MAMANWA	boboŋ
2902	name	MAMANWA	ŋaran
2903	new	MAMANWA	bagʔo
2904	night	MAMANWA	kahabzan
2905	nose	MAMANWA	iroŋ
2906	one	MAMANWA	isa
2907	path	MAMANWA	dalan
2908	person	MAMANWA	taʔo
2909	see	MAMANWA	kita
2910	skin	MAMANWA	kindal
2911	star	MAMANWA	bitoʔon
2912	stone	MAMANWA	bato
2913	sun	MAMANWA	
2914	tongue	MAMANWA	dilaʔ
2915	tooth	MAMANWA	ŋipən
2916	tree	MAMANWA	liwaʔan
2917	two	MAMANWA	dowa
2918	water	MAMANWA	sapaʔ
2919	we	MAMANWA	kita
2920	you	MAMANWA	iko
2921	I	MANOBO ATA	sikanak
2922	blood	MANOBO ATA	laŋosa
2923	bone	MANOBO ATA	bokog
2924	breast	MANOBO ATA	susu
2925	come	MANOBO ATA	
2926	die	MANOBO ATA	
2927	dog	MANOBO ATA	asu
2928	drink	MANOBO ATA	inum
2929	ear	MANOBO ATA	taliŋa
2930	eye	MANOBO ATA	mata
2931	fire	MANOBO ATA	hapuj
2932	fish	MANOBO ATA	ŋalap
2933	full	MANOBO ATA	kaponuʔ
2934	hand	MANOBO ATA	bolad
2935	hear	MANOBO ATA	dinog
2936	horn	MANOBO ATA	
2937	knee	MANOBO ATA	buʔol
2938	leaf	MANOBO ATA	doun
2939	liver	MANOBO ATA	atoj
2940	louse	MANOBO ATA	kutu
2941	mountain	MANOBO ATA	bubuŋan
2942	name	MANOBO ATA	ŋadan
2943	new	MANOBO ATA	iam
2944	night	MANOBO ATA	maʔusilom
2945	nose	MANOBO ATA	iduŋ
2946	one	MANOBO ATA	isa
2947	path	MANOBO ATA	dalan
2948	person	MANOBO ATA	otow
2949	see	MANOBO ATA	pitow
2950	skin	MANOBO ATA	laplap
2951	star	MANOBO ATA	bituʔon
2952	stone	MANOBO ATA	batu
2953	sun	MANOBO ATA	
2954	tongue	MANOBO ATA	diloʔ
2955	tooth	MANOBO ATA	ŋipon
2956	tree	MANOBO ATA	kaju
2957	two	MANOBO ATA	dadawa
2958	water	MANOBO ATA	woig
2959	we	MANOBO ATA	sikanta
2960	you	MANOBO ATA	sikojkow
2961	I	MANOBO DIBABAWON	siʔak
2962	blood	MANOBO DIBABAWON	laŋəsa
2963	bone	MANOBO DIBABAWON	bəkəg
2964	breast	MANOBO DIBABAWON	duduʔ
2965	come	MANOBO DIBABAWON	
2966	die	MANOBO DIBABAWON	
2967	dog	MANOBO DIBABAWON	iduʔ
2968	drink	MANOBO DIBABAWON	inəm
2969	ear	MANOBO DIBABAWON	taliŋa
2970	eye	MANOBO DIBABAWON	mata
2971	fire	MANOBO DIBABAWON	kaju
2972	fish	MANOBO DIBABAWON	isdaʔ
2973	full	MANOBO DIBABAWON	napənuʔ
2974	hand	MANOBO DIBABAWON	bəad
2975	hear	MANOBO DIBABAWON	dinəg
2976	horn	MANOBO DIBABAWON	
2977	knee	MANOBO DIBABAWON	aib
2978	leaf	MANOBO DIBABAWON	dəhun
2979	liver	MANOBO DIBABAWON	atəj
2980	louse	MANOBO DIBABAWON	kutu
2981	mountain	MANOBO DIBABAWON	untud
2982	name	MANOBO DIBABAWON	ŋadan
2983	new	MANOBO DIBABAWON	bajaʔ
2984	night	MANOBO DIBABAWON	kadukiləm
2985	nose	MANOBO DIBABAWON	simud
2986	one	MANOBO DIBABAWON	sə
2987	path	MANOBO DIBABAWON	daan
2988	person	MANOBO DIBABAWON	ətəw
2989	see	MANOBO DIBABAWON	kita
2990	skin	MANOBO DIBABAWON	kindaa
2991	star	MANOBO DIBABAWON	bituʔən
2992	stone	MANOBO DIBABAWON	batu
2993	sun	MANOBO DIBABAWON	
2994	tongue	MANOBO DIBABAWON	dilaʔ
2995	tooth	MANOBO DIBABAWON	ŋipən
2996	tree	MANOBO DIBABAWON	kaju
2997	two	MANOBO DIBABAWON	dadua
2998	water	MANOBO DIBABAWON	wəhig
2999	we	MANOBO DIBABAWON	kinəw
3000	you	MANOBO DIBABAWON	sikuna
3001	I	MANOBO ILIANEN	siʔakən
3002	blood	MANOBO ILIANEN	ləŋəsa
3003	bone	MANOBO ILIANEN	tulan
3004	breast	MANOBO ILIANEN	susu
3005	come	MANOBO ILIANEN	
3006	die	MANOBO ILIANEN	
3007	dog	MANOBO ILIANEN	asu
3008	drink	MANOBO ILIANEN	inum
3009	ear	MANOBO ILIANEN	təliŋa
3010	eye	MANOBO ILIANEN	mata
3011	fire	MANOBO ILIANEN	apuj
