ID,CONCEPT,DOCULECT,FORM,TOKENS,SONARS,PROSTRINGS,CLASSES,LANGID,NUMBERS,WEIGHTS,IPA,DUPLICATES,COGID
4235,ash,JAPANESE,hai,h a i,3 7 7,AXZ,HAI,54.0,54.H.C 54.A.V 54.I.V,2.0 1.5 0.8,hai,0.0,94.0
4971,ash,KAPAMPANGAN,abu,a b u,7 1 7,XBZ,APY,64.0,64.A.V 64.P.C 64.Y.V,1.5 1.75 0.8,abu,0.0,95.0
6811,ash,MOKSHA,kulu,k u l u,1 7 5 7,AXBZ,KYLY,86.0,86.K.C 86.Y.V 86.L.C 86.Y.V,2.0 1.5 1.75 0.8,kulu,0.0,104.0
8283,ash,SEDANG,kodʒa,k o dʒ a,1 7 1 7,AXBZ,KUTA,102.0,102.K.C 102.U.V 102.T.C 102.A.V,2.0 1.5 1.75 0.8,kodʒa,0.0,105.0
8927,ash,SPANISH,senisa,s e n i s a,3 7 4 7 3 7,AXBYBZ,SENISA,111.0,111.S.C 111.E.V 111.N.C 111.I.V 111.S.C 111.A.V,2.0 1.5 1.75 1.3 1.75 0.8,senisa,0.0,106.0
9479,ash,TAGALOG,abo,a b o,7 1 7,XBZ,APU,117.0,117.A.V 117.P.C 117.U.V,1.5 1.75 0.8,abo,0.0,95.0
10031,ash,TURKISH,kil,k i l,1 7 5,AXN,KIL,123.0,123.K.C 123.I.V 123.L.c,2.0 1.5 0.8,kil,0.0,104.0
10675,ash,IMOROD,avo,a v o,7 3 7,XBZ,ABU,46.0,46.A.V 46.B.C 46.U.V,1.5 1.75 0.8,avo,0.0,95.0
740,big,BASQUE,haundi,h a u n d i,3 7 7 4 1 7,AXYMBZ,HAYNTI,10.0,10.H.C 10.A.V 10.Y.V 10.N.c 10.T.C 10.I.V,2.0 1.5 1.3 1.1 1.75 0.8,haundi,0.0,107.0
1384,big,BUKIDNON BINUKID,aragi,a r a g i,7 5 7 1 7,XBYBZ,ARAKI,18.0,18.A.V 18.R.C 18.A.V 18.K.C 18.I.V,1.5 1.75 1.3 1.75 0.8,aragi,0.0,108.0
2212,big,ENGLISH,big,b i g,1 7 1,AXN,PIK,28.0,28.P.C 28.I.V 28.K.c,2.0 1.5 0.8,big,0.0,109.0
2396,big,ESTONIAN,sur,s u r,3 7 5,AXN,SYR,30.0,30.S.C 30.Y.V 30.R.c,2.0 1.5 0.8,sur,0.0,110.0
2488,big,FINNISH,iso,i s o,7 3 7,XBZ,ISU,32.0,32.I.V 32.S.C 32.U.V,1.5 1.75 0.8,iso,0.0,110.0
2764,big,HANUNOO,dada,d a d a,1 7 1 7,AXBZ,TATA,35.0,35.T.C 35.A.V 35.T.C 35.A.V,2.0 1.5 1.75 0.8,dada,0.0,112.0
2856,big,HIGAONON BINUKID,aragi,a r a g i,7 5 7 1 7,XBYBZ,ARAKI,36.0,36.A.V 36.R.C 36.A.V 36.K.C 36.I.V,1.5 1.75 1.3 1.75 0.8,aragi,0.0,108.0
2948,big,HUNGARIAN,nagj,n a g j,4 7 1 6,AXBC,NAKJ,38.0,38.N.C 38.A.V 38.K.C 38.J.C,2.0 1.5 1.75 1.5,nagj,0.0,114.0
4236,big,JAPANESE,okina,o k i n a,7 1 7 4 7,XBYBZ,UKINA,54.0,54.U.V 54.K.C 54.I.V 54.N.C 54.A.V,1.5 1.75 1.3 1.75 0.8,okina,0.0,116.0
4972,big,KAPAMPANGAN,maragul,m a r a g u l,4 7 5 7 1 7 5,AXBYBYN,MARAKYL,64.0,64.M.C 64.A.V 64.R.C 64.A.V 64.K.C 64.Y.V 64.L.c,2.0 1.5 1.75 1.3 1.75 1.3 0.8,maragul,0.0,108.0
5156,big,KOREAN,kun,k u n,1 7 4,AXN,KYN,66.0,66.K.C 66.Y.V 66.N.c,2.0 1.5 0.8,kun,0.0,116.0
6812,big,MOKSHA,ocju,o c j u,7 1 6 7,XBCZ,UCJY,86.0,86.U.V 86.C.C 86.J.C 86.Y.V,1.5 1.75 1.5 0.8,ocju,0.0,114.0
8284,big,SEDANG,kan,k a n,1 7 4,AXN,KAN,102.0,102.K.C 102.A.V 102.N.c,2.0 1.5 0.8,kan,0.0,116.0
8928,big,SPANISH,grande,g r a n d e,1 5 7 4 1 7,ACXMBZ,KRANTE,111.0,111.K.C 111.R.C 111.A.V 111.N.c 111.T.C 111.E.V,2.0 1.5 1.5 1.1 1.75 0.8,grande,0.0,107.0
9480,big,TAGALOG,malaki,m a l a k i,4 7 5 7 1 7,AXBYBZ,MALAKI,117.0,117.M.C 117.A.V 117.L.C 117.A.V 117.K.C 117.I.V,2.0 1.5 1.75 1.3 1.75 0.8,malaki,0.0,108.0
10032,big,TURKISH,bijik,b i j i k,1 7 6 7 1,AXBYN,PIJIK,123.0,123.P.C 123.I.V 123.J.C 123.I.V 123.K.c,2.0 1.5 1.75 1.3 0.8,bijik,0.0,109.0
10676,big,IMOROD,rako,r a k o,5 7 1 7,AXBZ,RAKU,46.0,46.R.C 46.A.V 46.K.C 46.U.V,2.0 1.5 1.75 0.8,rako,0.0,108.0
741,bird,BASQUE,Cori,o r i,7 5 7,XBZ,URI,10.0,10.U.V 10.R.C 10.I.V,1.5 1.75 0.8,ori,0.0,117.0
1385,bird,BUKIDNON BINUKID,tagbis,t a g b i s,1 7 1 1 7 3,AXMBYN,TAKPIS,18.0,18.T.C 18.A.V 18.K.c 18.P.C 18.I.V 18.S.c,2.0 1.5 1.1 1.75 1.3 0.8,tagbis,0.0,118.0
2213,bird,ENGLISH,bərd,b ə r d,1 7 5 1,AXLN,PERT,28.0,28.P.C 28.E.V 28.R.c 28.T.c,2.0 1.5 1.1 0.8,bərd,0.0,119.0
2397,bird,ESTONIAN,lind,l i n d,5 7 4 1,AXLN,LINT,30.0,30.L.C 30.I.V 30.N.c 30.T.c,2.0 1.5 1.1 0.8,lind,0.0,120.0
2489,bird,FINNISH,lintu,l i n t u,5 7 4 1 7,AXMBZ,LINTY,32.0,32.L.C 32.I.V 32.N.c 32.T.C 32.Y.V,2.0 1.5 1.1 1.75 0.8,lintu,0.0,120.0
2765,bird,HANUNOO,manuk,m a n u k,4 7 4 7 1,AXBYN,MANYK,35.0,35.M.C 35.A.V 35.N.C 35.Y.V 35.K.c,2.0 1.5 1.75 1.3 0.8,manuk,0.0,122.0
2857,bird,HIGAONON BINUKID,tagbis,t a g b i s,1 7 1 1 7 3,AXMBYN,TAKPIS,36.0,36.T.C 36.A.V 36.K.c 36.P.C 36.I.V 36.S.c,2.0 1.5 1.1 1.75 1.3 0.8,tagbis,0.0,118.0
2949,bird,HUNGARIAN,madar,m a d a r,4 7 1 7 5,AXBYN,MATAR,38.0,38.M.C 38.A.V 38.T.C 38.A.V 38.R.c,2.0 1.5 1.75 1.3 0.8,madar,0.0,124.0
4237,bird,JAPANESE,tori,t o r i,1 7 5 7,AXBZ,TURI,54.0,54.T.C 54.U.V 54.R.C 54.I.V,2.0 1.5 1.75 0.8,tori,0.0,117.0
4973,bird,KAPAMPANGAN,ajup,a j u p,7 6 7 1,XBYN,AJYP,64.0,64.A.V 64.J.C 64.Y.V 64.P.c,1.5 1.75 1.3 0.8,ajup,0.0,127.0
5157,bird,KOREAN,sE,s,3,A,S,66.0,66.S.C,2.0,s,0.0,128.0
6813,bird,MOKSHA,narmo5,n a r m o,4 7 5 4 7,AXMBZ,NARMU,86.0,86.N.C 86.A.V 86.R.c 86.M.C 86.U.V,2.0 1.5 1.1 1.75 0.8,narmo,0.0,129.0
8285,bird,SEDANG,Cem,e m,7 4,XN,EM,102.0,102.E.V 102.M.c,1.5 0.8,em,0.0,130.0
8929,bird,SPANISH,ave,a v e,7 3 7,XBZ,ABE,111.0,111.A.V 111.B.C 111.E.V,1.5 1.75 0.8,ave,0.0,131.0
9481,bird,TAGALOG,ibon,i b o n,7 1 7 4,XBYN,IPUN,117.0,117.I.V 117.P.C 117.U.V 117.N.c,1.5 1.75 1.3 0.8,ibon,0.0,132.0
10033,bird,TURKISH,kuS,k u,1 7,AX,KY,123.0,123.K.C 123.Y.V,2.0 1.5,ku,0.0,133.0
10677,bird,IMOROD,miasasalap,m i a s a s a l a p,4 7 7 3 7 3 7 5 7 1,AXYBYBYBYN,MIASASALAP,46.0,46.M.C 46.I.V 46.A.V 46.S.C 46.A.V 46.S.C 46.A.V 46.L.C 46.A.V 46.P.c,2.0 1.5 1.3 1.75 1.3 1.75 1.3 1.75 1.3 0.8,miasasalap,0.0,125.0
742,bite,BASQUE,hozka,h o z k a,3 7 3 1 7,AXMBZ,HUSKA,10.0,10.H.C 10.U.V 10.S.c 10.K.C 10.A.V,2.0 1.5 1.1 1.75 0.8,hozka,0.0,134.0
1386,bite,BUKIDNON BINUKID,kagat,k a g a t,1 7 1 7 1,AXBYN,KAKAT,18.0,18.K.C 18.A.V 18.K.C 18.A.V 18.T.c,2.0 1.5 1.75 1.3 0.8,kagat,0.0,135.0
2214,bite,ENGLISH,bEit,b i t,1 7 1,AXN,PIT,28.0,28.P.C 28.I.V 28.T.c,2.0 1.5 0.8,bit,0.0,136.0
2398,bite,ESTONIAN,hammusta,h a mm u s t a,3 7 4 7 3 1 7,AXBYMBZ,HAMYSTA,30.0,30.H.C 30.A.V 30.M.C 30.Y.V 30.S.c 30.T.C 30.A.V,2.0 1.5 1.75 1.3 1.1 1.75 0.8,hammusta,0.0,137.0
2490,bite,FINNISH,pure,p u r e,1 7 5 7,AXBZ,PYRE,32.0,32.P.C 32.Y.V 32.R.C 32.E.V,2.0 1.5 1.75 0.8,pure,0.0,138.0
2766,bite,HANUNOO,kagat,k a g a t,1 7 1 7 1,AXBYN,KAKAT,35.0,35.K.C 35.A.V 35.K.C 35.A.V 35.T.c,2.0 1.5 1.75 1.3 0.8,kagat,0.0,135.0
2858,bite,HIGAONON BINUKID,kagat,k a g a t,1 7 1 7 1,AXBYN,KAKAT,36.0,36.K.C 36.A.V 36.K.C 36.A.V 36.T.c,2.0 1.5 1.75 1.3 0.8,kagat,0.0,135.0
2950,bite,HUNGARIAN,harap,h a r a p,3 7 5 7 1,AXBYN,HARAP,38.0,38.H.C 38.A.V 38.R.C 38.A.V 38.P.c,2.0 1.5 1.75 1.3 0.8,harap,0.0,141.0
4238,bite,JAPANESE,kamu,k a m u,1 7 4 7,AXBZ,KAMY,54.0,54.K.C 54.A.V 54.M.C 54.Y.V,2.0 1.5 1.75 0.8,kamu,0.0,143.0
4974,bite,KAPAMPANGAN,ket,k e t,1 7 1,AXN,KET,64.0,64.K.C 64.E.V 64.T.c,2.0 1.5 0.8,ket,0.0,135.0
5158,bite,KOREAN,mul,m u l,4 7 5,AXN,MYL,66.0,66.M.C 66.Y.V 66.L.c,2.0 1.5 0.8,mul,0.0,145.0
6814,bite,MOKSHA,suskoms,s u s k o ms,3 7 3 1 7 4,AXMBYN,SYSKUM,86.0,86.S.C 86.Y.V 86.S.c 86.K.C 86.U.V 86.M.c,2.0 1.5 1.1 1.75 1.3 0.8,suskoms,0.0,134.0
8286,bite,SEDANG,ren,r e n,5 7 4,AXN,REN,102.0,102.R.C 102.E.V 102.N.c,2.0 1.5 0.8,ren,0.0,147.0
8930,bite,SPANISH,morde,m o r d e,4 7 5 1 7,AXMBZ,MURTE,111.0,111.M.C 111.U.V 111.R.c 111.T.C 111.E.V,2.0 1.5 1.1 1.75 0.8,morde,0.0,137.0
9482,bite,TAGALOG,kagat,k a g a t,1 7 1 7 1,AXBYN,KAKAT,117.0,117.K.C 117.A.V 117.K.C 117.A.V 117.T.c,2.0 1.5 1.75 1.3 0.8,kagat,0.0,135.0
10034,bite,TURKISH,əsərma,ə s ə r m a,7 3 7 5 4 7,XBYMBZ,ESERMA,123.0,123.E.V 123.S.C 123.E.V 123.R.c 123.M.C 123.A.V,1.5 1.75 1.3 1.1 1.75 0.8,əsərma,0.0,150.0
10678,bite,IMOROD,soŋit,s o ŋ i t,3 7 4 7 1,AXBYN,SUNIT,46.0,46.S.C 46.U.V 46.N.C 46.I.V 46.T.c,2.0 1.5 1.75 1.3 0.8,soŋit,0.0,142.0
743,black,BASQUE,belc,b e l c,1 7 5 1,AXLN,PELC,10.0,10.P.C 10.E.V 10.L.c 10.C.c,2.0 1.5 1.1 0.8,belc,0.0,151.0
1387,black,BUKIDNON BINUKID,maitum,m a i t u m,4 7 7 1 7 4,AXYBYN,MAITYM,18.0,18.M.C 18.A.V 18.I.V 18.T.C 18.Y.V 18.M.c,2.0 1.5 1.3 1.75 1.3 0.8,maitum,0.0,152.0
2215,black,ENGLISH,blEk,b l k,1 5 1,AXN,PLK,28.0,28.P.C 28.L.V 28.K.c,2.0 1.5 0.8,blk,0.0,151.0
2399,black,ESTONIAN,must,m u s t,4 7 3 1,AXLN,MYST,30.0,30.M.C 30.Y.V 30.S.c 30.T.c,2.0 1.5 1.1 0.8,must,0.0,154.0
2491,black,FINNISH,musta,m u s t a,4 7 3 1 7,AXMBZ,MYSTA,32.0,32.M.C 32.Y.V 32.S.c 32.T.C 32.A.V,2.0 1.5 1.1 1.75 0.8,musta,0.0,154.0
2767,black,HANUNOO,agiwan,a g i w a n,7 1 7 6 7 4,XBYBYN,AKIWAN,35.0,35.A.V 35.K.C 35.I.V 35.W.C 35.A.V 35.N.c,1.5 1.75 1.3 1.75 1.3 0.8,agiwan,0.0,156.0
2859,black,HIGAONON BINUKID,maitum,m a i t u m,4 7 7 1 7 4,AXYBYN,MAITYM,36.0,36.M.C 36.A.V 36.I.V 36.T.C 36.Y.V 36.M.c,2.0 1.5 1.3 1.75 1.3 0.8,maitum,0.0,152.0
2951,black,HUNGARIAN,fekete,f e k e t e,3 7 1 7 1 7,AXBYBZ,BEKETE,38.0,38.B.C 38.E.V 38.K.C 38.E.V 38.T.C 38.E.V,2.0 1.5 1.75 1.3 1.75 0.8,fekete,0.0,158.0
4239,black,JAPANESE,kuroi,k u r o i,1 7 5 7 7,AXBYZ,KYRUI,54.0,54.K.C 54.Y.V 54.R.C 54.U.V 54.I.V,2.0 1.5 1.75 1.3 0.8,kuroi,0.0,160.0
4975,black,KAPAMPANGAN,matuliŋ,m a t u l i ŋ,4 7 1 7 5 7 4,AXBYBYN,MATYLIN,64.0,64.M.C 64.A.V 64.T.C 64.Y.V 64.L.C 64.I.V 64.N.c,2.0 1.5 1.75 1.3 1.75 1.3 0.8,matuliŋ,0.0,161.0
5159,black,KOREAN,komun,k o m u n,1 7 4 7 4,AXBYN,KUMYN,66.0,66.K.C 66.U.V 66.M.C 66.Y.V 66.N.c,2.0 1.5 1.75 1.3 0.8,komun,0.0,156.0
6815,black,MOKSHA,ravZa,r a v a,5 7 3 7,AXBZ,RABA,86.0,86.R.C 86.A.V 86.B.C 86.A.V,2.0 1.5 1.75 0.8,rava,0.0,163.0
8287,black,SEDANG,praŋ,p r a ŋ,1 5 7 4,ACXN,PRAN,102.0,102.P.C 102.R.C 102.A.V 102.N.c,2.0 1.5 1.5 0.8,praŋ,0.0,164.0
8931,black,SPANISH,negro,n e g r o,4 7 1 5 7,AXBCZ,NEKRU,111.0,111.N.C 111.E.V 111.K.C 111.R.C 111.U.V,2.0 1.5 1.75 1.5 0.8,negro,0.0,165.0
9483,black,TAGALOG,itim,i t i m,7 1 7 4,XBYN,ITIM,117.0,117.I.V 117.T.C 117.I.V 117.M.c,1.5 1.75 1.3 0.8,itim,0.0,152.0
10035,black,TURKISH,sijah,s i j a h,3 7 6 7 3,AXBYN,SIJAH,123.0,123.S.C 123.I.V 123.J.C 123.A.V 123.H.c,2.0 1.5 1.75 1.3 0.8,sijah,0.0,167.0
10679,black,IMOROD,vaeŋ,v a e ŋ,3 7 7 4,AXYN,BAEN,46.0,46.B.C 46.A.V 46.E.V 46.N.c,2.0 1.5 1.3 0.8,vaeŋ,0.0,159.0
8,blood,AGTA,dogo,d o g o,1 7 1 7,AXBZ,TUKU,1.0,1.T.C 1.U.V 1.K.C 1.U.V,2.0 1.5 1.75 0.8,dogo,0.0,169.0
100,blood,AKLANON,duguʔ,d u g u ʔ,1 7 1 7 1,AXBYN,TYKYH,2.0,2.T.C 2.Y.V 2.K.C 2.Y.V 2.H.c,2.0 1.5 1.75 1.3 0.8,duguʔ,0.0,169.0
284,blood,ATTA PAMPLONA,daga,d a g a,1 7 1 7,AXBZ,TAKA,4.0,4.T.C 4.A.V 4.K.C 4.A.V,2.0 1.5 1.75 0.8,daga,0.0,169.0
376,blood,BAJAU WEST COAST,laʔ,l a ʔ,5 7 1,AXN,LAH,6.0,6.L.C 6.A.V 6.H.c,2.0 1.5 0.8,laʔ,0.0,172.0
468,blood,BALANGAW,dala,d a l a,1 7 5 7,AXBZ,TALA,7.0,7.T.C 7.A.V 7.L.C 7.A.V,2.0 1.5 1.75 0.8,dala,0.0,176.0
560,blood,BALANGINGI SAMA,lahaʔ,l a h a ʔ,5 7 3 7 1,AXBYN,LAHAH,8.0,8.L.C 8.A.V 8.H.C 8.A.V 8.H.c,2.0 1.5 1.75 1.3 0.8,lahaʔ,0.0,172.0
652,blood,BANTON BANTOANON,rogoʔ,r o g o ʔ,5 7 1 7 1,AXBYN,RUKUH,9.0,9.R.C 9.U.V 9.K.C 9.U.V 9.H.c,2.0 1.5 1.75 1.3 0.8,rogoʔ,0.0,169.0
744,blood,BASQUE,odol,o d o l,7 1 7 5,XBYN,UTUL,10.0,10.U.V 10.T.C 10.U.V 10.L.c,1.5 1.75 1.3 0.8,odol,0.0,176.0
836,blood,BATAK PALAWAN,tagək,t a g ə k,1 7 1 7 1,AXBYN,TAKEK,11.0,11.T.C 11.A.V 11.K.C 11.E.V 11.K.c,2.0 1.5 1.75 1.3 0.8,tagək,0.0,169.0
928,blood,BILAAN KORONADAL,litəʔ,l i t ə ʔ,5 7 1 7 1,AXBYN,LITEH,12.0,12.L.C 12.I.V 12.T.C 12.E.V 12.H.c,2.0 1.5 1.75 1.3 0.8,litəʔ,0.0,172.0
1020,blood,BILAAN SARANGANI,litəʔ,l i t ə ʔ,5 7 1 7 1,AXBYN,LITEH,13.0,13.L.C 13.I.V 13.T.C 13.E.V 13.H.c,2.0 1.5 1.75 1.3 0.8,litəʔ,0.0,172.0
1112,blood,BONGGI,rah,r a h,5 7 3,AXN,RAH,15.0,15.R.C 15.A.V 15.H.c,2.0 1.5 0.8,rah,0.0,172.0
1204,blood,BONTOC GUINAANG,dala,d a l a,1 7 5 7,AXBZ,TALA,16.0,16.T.C 16.A.V 16.L.C 16.A.V,2.0 1.5 1.75 0.8,dala,0.0,176.0
1296,blood,BUHI,ruguʔ,r u g u ʔ,5 7 1 7 1,AXBYN,RYKYH,17.0,17.R.C 17.Y.V 17.K.C 17.Y.V 17.H.c,2.0 1.5 1.75 1.3 0.8,ruguʔ,0.0,169.0
1388,blood,BUKIDNON BINUKID,laŋəsa,l a ŋ ə s a,5 7 4 7 3 7,AXBYBZ,LANESA,18.0,18.L.C 18.A.V 18.N.C 18.E.V 18.S.C 18.A.V,2.0 1.5 1.75 1.3 1.75 0.8,laŋəsa,0.0,184.0
1480,blood,BUTUANON,dugo,d u g o,1 7 1 7,AXBZ,TYKU,19.0,19.T.C 19.Y.V 19.K.C 19.U.V,2.0 1.5 1.75 0.8,dugo,0.0,169.0
1572,blood,CAIJIA,tʃr,tʃ r,1 5,AC,TR,20.0,20.T.C 20.R.C,2.0 1.5,tʃr,0.0,180.0
1664,blood,CEBUANO,duguʔ,d u g u ʔ,1 7 1 7 1,AXBYN,TYKYH,22.0,22.T.C 22.Y.V 22.K.C 22.Y.V 22.H.c,2.0 1.5 1.75 1.3 0.8,duguʔ,0.0,169.0
1756,blood,CENTRAL TAGBANWA,tahik,t a h i k,1 7 3 7 1,AXBYN,TAHIK,23.0,23.T.C 23.A.V 23.H.C 23.I.V 23.K.c,2.0 1.5 1.75 1.3 0.8,tahik,0.0,189.0
1848,blood,CUYONON,dugoʔ,d u g o ʔ,1 7 1 7 1,AXBYN,TYKUH,24.0,24.T.C 24.Y.V 24.K.C 24.U.V 24.H.c,2.0 1.5 1.75 1.3 0.8,dugoʔ,0.0,169.0
1940,blood,DARAGA,duguʔ,d u g u ʔ,1 7 1 7 1,AXBYN,TYKYH,25.0,25.T.C 25.Y.V 25.K.C 25.Y.V 25.H.c,2.0 1.5 1.75 1.3 0.8,duguʔ,0.0,169.0
2032,blood,DUMAGAT CASIGURAN,digeʔ,d i g e ʔ,1 7 1 7 1,AXBYN,TIKEH,26.0,26.T.C 26.I.V 26.K.C 26.E.V 26.H.c,2.0 1.5 1.75 1.3 0.8,digeʔ,0.0,169.0
2124,blood,DUPANINGAN AGTA,digiʔ,d i g i ʔ,1 7 1 7 1,AXBYN,TIKIH,27.0,27.T.C 27.I.V 27.K.C 27.I.V 27.H.c,2.0 1.5 1.75 1.3 0.8,digiʔ,0.0,169.0
2216,blood,ENGLISH,bləd,b l ə d,1 5 7 1,ACXN,PLET,28.0,28.P.C 28.L.C 28.E.V 28.T.c,2.0 1.5 1.5 0.8,bləd,0.0,194.0
2308,blood,ESKAYAN,alwatis,a lw a t i s,7 5 7 1 7 3,XBYBYN,ALATIS,29.0,29.A.V 29.L.C 29.A.V 29.T.C 29.I.V 29.S.c,1.5 1.75 1.3 1.75 1.3 0.8,alwatis,0.0,172.0
2400,blood,ESTONIAN,veri,v e r i,3 7 5 7,AXBZ,BERI,30.0,30.B.C 30.E.V 30.R.C 30.I.V,2.0 1.5 1.75 0.8,veri,0.0,196.0
2492,blood,FINNISH,veri,v e r i,3 7 5 7,AXBZ,BERI,32.0,32.B.C 32.E.V 32.R.C 32.I.V,2.0 1.5 1.75 0.8,veri,0.0,196.0
2584,blood,FUZHOU CHINESE,haik,h a i k,3 7 7 1,AXYN,HAIK,33.0,33.H.C 33.A.V 33.I.V 33.K.c,2.0 1.5 1.3 0.8,haik,0.0,189.0
2676,blood,GADDANG,ada,a d a,7 1 7,XBZ,ATA,34.0,34.A.V 34.T.C 34.A.V,1.5 1.75 0.8,ada,0.0,176.0
2768,blood,HANUNOO,duguʔ,d u g u ʔ,1 7 1 7 1,AXBYN,TYKYH,35.0,35.T.C 35.Y.V 35.K.C 35.Y.V 35.H.c,2.0 1.5 1.75 1.3 0.8,duguʔ,0.0,169.0
2860,blood,HIGAONON BINUKID,laŋəsa,l a ŋ ə s a,5 7 4 7 3 7,AXBYBZ,LANESA,36.0,36.L.C 36.A.V 36.N.C 36.E.V 36.S.C 36.A.V,2.0 1.5 1.75 1.3 1.75 0.8,laŋəsa,0.0,184.0
2952,blood,HUNGARIAN,ver,v e r,3 7 5,AXN,BER,38.0,38.B.C 38.E.V 38.R.c,2.0 1.5 0.8,ver,0.0,196.0
3044,blood,IBANAG,daga,d a g a,1 7 1 7,AXBZ,TAKA,39.0,39.T.C 39.A.V 39.K.C 39.A.V,2.0 1.5 1.75 0.8,daga,0.0,169.0
3136,blood,IDAAN,ndaʔ,n d a ʔ,4 1 7 1,ACYN,NTAH,40.0,40.N.C 40.T.C 40.A.V 40.H.c,2.0 1.5 1.3 0.8,ndaʔ,0.0,206.0
3228,blood,IFUGAO AMGANAD,dala,d a l a,1 7 5 7,AXBZ,TALA,41.0,41.T.C 41.A.V 41.L.C 41.A.V,2.0 1.5 1.75 0.8,dala,0.0,176.0
3320,blood,IFUGAO BATAD,dala,d a l a,1 7 5 7,AXBZ,TALA,42.0,42.T.C 42.A.V 42.L.C 42.A.V,2.0 1.5 1.75 0.8,dala,0.0,176.0
3412,blood,IFUGAO BAYNINAN,dala,d a l a,1 7 5 7,AXBZ,TALA,43.0,43.T.C 43.A.V 43.L.C 43.A.V,2.0 1.5 1.75 0.8,dala,0.0,176.0
3504,blood,ILOKANO,dara,d a r a,1 7 5 7,AXBZ,TARA,44.0,44.T.C 44.A.V 44.R.C 44.A.V,2.0 1.5 1.75 0.8,dara,0.0,176.0
3596,blood,ILONGOT KAKIDUGEN,matgə m,m a t g ə # m,4 7 1 1 7 9 4,AXMBZ_A,MATKE_M,45.0,45.M.C 45.A.V 45.T.c 45.K.C 45.E.V 45._._ 45.M.C,2.0 1.5 1.1 1.75 0.8 0.0 2.0,matgə#m,0.0,211.0
3688,blood,INIBALOI,Cala,a l a,7 5 7,XBZ,ALA,48.0,48.A.V 48.L.C 48.A.V,1.5 1.75 0.8,ala,0.0,176.0
3780,blood,IRANUN,ruguʔ,r u g u ʔ,5 7 1 7 1,AXBYN,RYKYH,49.0,49.R.C 49.Y.V 49.K.C 49.Y.V 49.H.c,2.0 1.5 1.75 1.3 0.8,ruguʔ,0.0,169.0
3872,blood,IRIGA,ruguʔ,r u g u ʔ,5 7 1 7 1,AXBYN,RYKYH,50.0,50.R.C 50.Y.V 50.K.C 50.Y.V 50.H.c,2.0 1.5 1.75 1.3 0.8,ruguʔ,0.0,169.0
3964,blood,ISNAG,daga,d a g a,1 7 1 7,AXBZ,TAKA,51.0,51.T.C 51.A.V 51.K.C 51.A.V,2.0 1.5 1.75 0.8,daga,0.0,169.0
4056,blood,ITAWIT,dEhE,d,1,A,T,52.0,52.T.C,2.0,d,0.0,218.0
4148,blood,ITNEG BINONGAN,dala,d a l a,1 7 5 7,AXBZ,TALA,53.0,53.T.C 53.A.V 53.L.C 53.A.V,2.0 1.5 1.75 0.8,dala,0.0,176.0
4240,blood,JAPANESE,Ci,i,7,X,I,54.0,54.I.V,1.5,i,0.0,220.0
4332,blood,KADAZAN,za,z a,3 7,AX,SA,55.0,55.S.C 55.A.V,2.0 1.5,za,0.0,221.0
4424,blood,KAGAYANEN,ləŋəsa,l ə ŋ ə s a,5 7 4 7 3 7,AXBYBZ,LENESA,56.0,56.L.C 56.E.V 56.N.C 56.E.V 56.S.C 56.A.V,2.0 1.5 1.75 1.3 1.75 0.8,ləŋəsa,0.0,184.0
4516,blood,KALAGAN,duguʔ,d u g u ʔ,1 7 1 7 1,AXBYN,TYKYH,57.0,57.T.C 57.Y.V 57.K.C 57.Y.V 57.H.c,2.0 1.5 1.75 1.3 0.8,duguʔ,0.0,169.0
4608,blood,KALINGA GUINAANG,dala,d a l a,1 7 5 7,AXBZ,TALA,59.0,59.T.C 59.A.V 59.L.C 59.A.V,2.0 1.5 1.75 0.8,dala,0.0,176.0
4700,blood,KALINGA LIMOS,dala,d a l a,1 7 5 7,AXBZ,TALA,60.0,60.T.C 60.A.V 60.L.C 60.A.V,2.0 1.5 1.75 0.8,dala,0.0,176.0
4792,blood,KALLAHAN KAYAPA PROPER,dala,d a l a,1 7 5 7,AXBZ,TALA,61.0,61.T.C 61.A.V 61.L.C 61.A.V,2.0 1.5 1.75 0.8,dala,0.0,176.0
4884,blood,KANKANAY NORTHERN,basa,b a s a,1 7 3 7,AXBZ,PASA,63.0,63.P.C 63.A.V 63.S.C 63.A.V,2.0 1.5 1.75 0.8,basa,0.0,229.0
4976,blood,KAPAMPANGAN,dajaʔ,d a j a ʔ,1 7 6 7 1,AXBYN,TAJAH,64.0,64.T.C 64.A.V 64.J.C 64.A.V 64.H.c,2.0 1.5 1.75 1.3 0.8,dajaʔ,0.0,169.0
5068,blood,KINARAY A,dugo,d u g o,1 7 1 7,AXBZ,TYKU,65.0,65.T.C 65.Y.V 65.K.C 65.U.V,2.0 1.5 1.75 0.8,dugo,0.0,169.0
5160,blood,KOREAN,pi,p i,1 7,AX,PI,66.0,66.P.C 66.I.V,2.0 1.5,pi,0.0,229.0
5252,blood,LEGAZPI,duguʔ,d u g u ʔ,1 7 1 7 1,AXBYN,TYKYH,67.0,67.T.C 67.Y.V 67.K.C 67.Y.V 67.H.c,2.0 1.5 1.75 1.3 0.8,duguʔ,0.0,169.0
