ID,CONCEPT,DOCULECT,FORM,TOKENS,SONARS,PROSTRINGS,CLASSES,LANGID,NUMBERS,WEIGHTS,IPA,DUPLICATES,COGNATES
2955,tooth,MANOBO ATA,ŋipon,ŋ i p o n,4 7 1 7 4,AXBYN,NIPUN,88.0,88.N.C 88.I.V 88.P.C 88.U.V 88.N.c,2.0 1.5 1.75 1.3 0.8,ŋipon,0.0,4575.0
2995,tooth,MANOBO DIBABAWON,ŋipən,ŋ i p ə n,4 7 1 7 4,AXBYN,NIPEN,89.0,89.N.C 89.I.V 89.P.C 89.E.V 89.N.c,2.0 1.5 1.75 1.3 0.8,ŋipən,0.0,4575.0
3035,tooth,MANOBO ILIANEN,ŋipən,ŋ i p ə n,4 7 1 7 4,AXBYN,NIPEN,90.0,90.N.C 90.I.V 90.P.C 90.E.V 90.N.c,2.0 1.5 1.75 1.3 0.8,ŋipən,0.0,4575.0
3075,tooth,MANOBO KALAMANSIG COTABATO,ŋipən,ŋ i p ə n,4 7 1 7 4,AXBYN,NIPEN,91.0,91.N.C 91.I.V 91.P.C 91.E.V 91.N.c,2.0 1.5 1.75 1.3 0.8,ŋipən,0.0,4575.0
3115,tooth,MANOBO SARANGANI,ŋipon,ŋ i p o n,4 7 1 7 4,AXBYN,NIPUN,92.0,92.N.C 92.I.V 92.P.C 92.U.V 92.N.c,2.0 1.5 1.75 1.3 0.8,ŋipon,0.0,4575.0
3155,tooth,MANOBO TIGWA,ŋipən,ŋ i p ə n,4 7 1 7 4,AXBYN,NIPEN,93.0,93.N.C 93.I.V 93.P.C 93.E.V 93.N.c,2.0 1.5 1.75 1.3 0.8,ŋipən,0.0,4575.0
3195,tooth,MANOBO WESTERN BUKIDNON,ŋipən,ŋ i p ə n,4 7 1 7 4,AXBYN,NIPEN,94.0,94.N.C 94.I.V 94.P.C 94.E.V 94.N.c,2.0 1.5 1.75 1.3 0.8,ŋipən,0.0,4575.0
3235,tooth,MANSAKA,untu,u n t u,7 4 1 7,XMBZ,YNTY,95.0,95.Y.V 95.N.c 95.T.C 95.Y.V,1.5 1.1 1.75 0.8,untu,0.0,4615.0
3275,tooth,MAPUN,impon,i m p o n,7 4 1 7 4,XMBYN,IMPUN,97.0,97.I.V 97.M.c 97.P.C 97.U.V 97.N.c,1.5 1.1 1.75 1.3 0.8,impon,0.0,4552.0
3315,tooth,MARANAO,ŋipen,ŋ i p e n,4 7 1 7 4,AXBYN,NIPEN,98.0,98.N.C 98.I.V 98.P.C 98.E.V 98.N.c,2.0 1.5 1.75 1.3 0.8,ŋipen,0.0,4575.0
3355,tooth,MARINDUQUE TAGALOG,ŋipin,ŋ i p i n,4 7 1 7 4,AXBYN,NIPIN,99.0,99.N.C 99.I.V 99.P.C 99.I.V 99.N.c,2.0 1.5 1.75 1.3 0.8,ŋipin,0.0,4575.0
3395,tooth,MASBATENYO,ŋipon,ŋ i p o n,4 7 1 7 4,AXBYN,NIPUN,100.0,100.N.C 100.I.V 100.P.C 100.U.V 100.N.c,2.0 1.5 1.75 1.3 0.8,ŋipon,0.0,4575.0
3435,tooth,MINANGALI LOWER TANUDAN KALINGA,baba,b a b a,1 7 1 7,AXBZ,PAPA,101.0,101.P.C 101.A.V 101.P.C 101.A.V,2.0 1.5 1.75 0.8,baba,0.0,4593.0
3475,tooth,MOKSHA,pej,p e j,1 7 6,AXN,PEJ,102.0,102.P.C 102.E.V 102.J.c,2.0 1.5 0.8,pej,0.0,4648.0
3515,tooth,MOLBOG,nipon,n i p o n,4 7 1 7 4,AXBYN,NIPUN,103.0,103.N.C 103.I.V 103.P.C 103.U.V 103.N.c,2.0 1.5 1.75 1.3 0.8,nipon,0.0,4575.0
3555,tooth,MOLBOG 2,nipən,n i p ə n,4 7 1 7 4,AXBYN,NIPEN,104.0,104.N.C 104.I.V 104.P.C 104.E.V 104.N.c,2.0 1.5 1.75 1.3 0.8,nipən,0.0,4575.0
3595,tooth,MONGOLIAN,Sut,s u t,3 7 1,AXN,SYT,105.0,105.S.C 105.Y.V 105.T.c,2.0 1.5 0.8,sut,0.0,4651.0
3635,tooth,MORO MAGINDANAU,ŋipun,ŋ i p u n,4 7 1 7 4,AXBYN,NIPYN,106.0,106.N.C 106.I.V 106.P.C 106.Y.V 106.N.c,2.0 1.5 1.75 1.3 0.8,ŋipun,0.0,4575.0
3675,tooth,NAGA,ŋipun,ŋ i p u n,4 7 1 7 4,AXBYN,NIPYN,107.0,107.N.C 107.I.V 107.P.C 107.Y.V 107.N.c,2.0 1.5 1.75 1.3 0.8,ŋipun,0.0,4575.0
3715,tooth,NORTHERN CATANDUANES,tiŋu,t i ŋ u,1 7 4 7,AXBZ,TINY,108.0,108.T.C 108.I.V 108.N.C 108.Y.V,2.0 1.5 1.75 0.8,tiŋu,0.0,4654.0
3755,tooth,NORTHERN SORSOGON,ŋipun,ŋ i p u n,4 7 1 7 4,AXBYN,NIPYN,109.0,109.N.C 109.I.V 109.P.C 109.Y.V 109.N.c,2.0 1.5 1.75 1.3 0.8,ŋipun,0.0,4575.0
3795,tooth,OAS,ŋipin,ŋ i p i n,4 7 1 7 4,AXBYN,NIPIN,110.0,110.N.C 110.I.V 110.P.C 110.I.V 110.N.c,2.0 1.5 1.75 1.3 0.8,ŋipin,0.0,4575.0
3835,tooth,PALAWANO BATAK,nipən,n i p ə n,4 7 1 7 4,AXBYN,NIPEN,111.0,111.N.C 111.I.V 111.P.C 111.E.V 111.N.c,2.0 1.5 1.75 1.3 0.8,nipən,0.0,4575.0
3875,tooth,PANGASINAN,ŋipen,ŋ i p e n,4 7 1 7 4,AXBYN,NIPEN,112.0,112.N.C 112.I.V 112.P.C 112.E.V 112.N.c,2.0 1.5 1.75 1.3 0.8,ŋipen,0.0,4575.0
3995,tooth,PROTO PALAWAN,nipən,n i p ə n,4 7 1 7 4,AXBYN,NIPEN,115.0,115.N.C 115.I.V 115.P.C 115.E.V 115.N.c,2.0 1.5 1.75 1.3 0.8,nipən,0.0,4575.0
4035,tooth,QUEZON PALAWAN,nipən,n i p ə n,4 7 1 7 4,AXBYN,NIPEN,117.0,117.N.C 117.I.V 117.P.C 117.E.V 117.N.c,2.0 1.5 1.75 1.3 0.8,nipən,0.0,4575.0
4075,tooth,ROMBLOMANON 1,ŋipon,ŋ i p o n,4 7 1 7 4,AXBYN,NIPUN,118.0,118.N.C 118.I.V 118.P.C 118.U.V 118.N.c,2.0 1.5 1.75 1.3 0.8,ŋipon,0.0,4575.0
4115,tooth,ROMBLOMANON 2,ŋipun,ŋ i p u n,4 7 1 7 4,AXBYN,NIPYN,119.0,119.N.C 119.I.V 119.P.C 119.Y.V 119.N.c,2.0 1.5 1.75 1.3 0.8,ŋipun,0.0,4575.0
4155,tooth,SAMAL,empon,e m p o n,7 4 1 7 4,XMBYN,EMPUN,120.0,120.E.V 120.M.c 120.P.C 120.U.V 120.N.c,1.5 1.1 1.75 1.3 0.8,empon,0.0,4552.0
4195,tooth,SAMBAL BOTOLAN,ŋipən,ŋ i p ə n,4 7 1 7 4,AXBYN,NIPEN,121.0,121.N.C 121.I.V 121.P.C 121.E.V 121.N.c,2.0 1.5 1.75 1.3 0.8,ŋipən,0.0,4575.0
4235,tooth,SANGIL,isi,i s i,7 3 7,XBZ,ISI,122.0,122.I.V 122.S.C 122.I.V,1.5 1.75 0.8,isi,0.0,4666.0
4275,tooth,SANGIL SARANGANI ISLANDS,isi,i s i,7 3 7,XBZ,ISI,123.0,123.I.V 123.S.C 123.I.V,1.5 1.75 0.8,isi,0.0,4666.0
4315,tooth,SEDANG,honeŋ,h o n e ŋ,3 7 4 7 4,AXBYN,HUNEN,124.0,124.H.C 124.U.V 124.N.C 124.E.V 124.N.c,2.0 1.5 1.75 1.3 0.8,honeŋ,0.0,4668.0
4355,tooth,SIBUTU SOUTHERN SAMA,empon,e m p o n,7 4 1 7 4,XMBYN,EMPUN,125.0,125.E.V 125.M.c 125.P.C 125.U.V 125.N.c,1.5 1.1 1.75 1.3 0.8,empon,0.0,4552.0
4395,tooth,SOGODNIN BORACAY,hipon,h i p o n,3 7 1 7 4,AXBYN,HIPUN,127.0,127.H.C 127.I.V 127.P.C 127.U.V 127.N.c,2.0 1.5 1.75 1.3 0.8,hipon,0.0,4575.0
4435,tooth,SOUTH SAAMI,baeniə,b a e n i ə,1 7 7 4 7 7,AXYBYZ,PAENIE,128.0,128.P.C 128.A.V 128.E.V 128.N.C 128.I.V 128.E.V,2.0 1.5 1.3 1.75 1.3 0.8,baeniə,0.0,4672.0
4475,tooth,SOUTHERN CATANDUANES,tiŋu,t i ŋ u,1 7 4 7,AXBZ,TINY,129.0,129.T.C 129.I.V 129.N.C 129.Y.V,2.0 1.5 1.75 0.8,tiŋu,0.0,4654.0
4515,tooth,SOUTHERN SORSOGON,ŋipun,ŋ i p u n,4 7 1 7 4,AXBYN,NIPYN,131.0,131.N.C 131.I.V 131.P.C 131.Y.V 131.N.c,2.0 1.5 1.75 1.3 0.8,ŋipun,0.0,4575.0
4555,tooth,SOUTHWEST PALAWANO,nipen,n i p e n,4 7 1 7 4,AXBYN,NIPEN,132.0,132.N.C 132.I.V 132.P.C 132.E.V 132.N.c,2.0 1.5 1.75 1.3 0.8,nipen,0.0,4575.0
4595,tooth,SPANISH,diente,d i e n t e,1 7 7 4 1 7,AXYMBZ,TIENTE,133.0,133.T.C 133.I.V 133.E.V 133.N.c 133.T.C 133.E.V,2.0 1.5 1.3 1.1 1.75 0.8,diente,0.0,4677.0
4635,tooth,SUBANON SIOCON,ŋisi,ŋ i s i,4 7 3 7,AXBZ,NISI,134.0,134.N.C 134.I.V 134.S.C 134.I.V,2.0 1.5 1.75 0.8,ŋisi,0.0,4666.0
4675,tooth,SUBANUN SINDANGAN,ŋisi,ŋ i s i,4 7 3 7,AXBZ,NISI,135.0,135.N.C 135.I.V 135.S.C 135.I.V,2.0 1.5 1.75 0.8,ŋisi,0.0,4666.0
4715,tooth,SURIGAONON,ŋipon,ŋ i p o n,4 7 1 7 4,AXBYN,NIPUN,136.0,136.N.C 136.I.V 136.P.C 136.U.V 136.N.c,2.0 1.5 1.75 1.3 0.8,ŋipon,0.0,4575.0
4755,tooth,TAGABAWA,ŋipan,ŋ i p a n,4 7 1 7 4,AXBYN,NIPAN,137.0,137.N.C 137.I.V 137.P.C 137.A.V 137.N.c,2.0 1.5 1.75 1.3 0.8,ŋipan,0.0,4575.0
4795,tooth,TAGABILI,nihih,n i h i h,4 7 3 7 3,AXBYN,NIHIH,138.0,138.N.C 138.I.V 138.H.C 138.I.V 138.H.c,2.0 1.5 1.75 1.3 0.8,nihih,0.0,4682.0
4835,tooth,TAGALOG,ŋipin,ŋ i p i n,4 7 1 7 4,AXBYN,NIPIN,139.0,139.N.C 139.I.V 139.P.C 139.I.V 139.N.c,2.0 1.5 1.75 1.3 0.8,ŋipin,0.0,4575.0
4875,tooth,TAGBANUA ABORLAN,nipən,n i p ə n,4 7 1 7 4,AXBYN,NIPEN,140.0,140.N.C 140.I.V 140.P.C 140.E.V 140.N.c,2.0 1.5 1.75 1.3 0.8,nipən,0.0,4575.0
4915,tooth,TAGBANWA ABORLAN,nipən,n i p ə n,4 7 1 7 4,AXBYN,NIPEN,141.0,141.N.C 141.I.V 141.P.C 141.E.V 141.N.c,2.0 1.5 1.75 1.3 0.8,nipən,0.0,4575.0
4995,tooth,TALAANDIG BINUKID,ŋipən,ŋ i p ə n,4 7 1 7 4,AXBYN,NIPEN,143.0,143.N.C 143.I.V 143.P.C 143.E.V 143.N.c,2.0 1.5 1.75 1.3 0.8,ŋipən,0.0,4575.0
5035,tooth,TAMBUNAN DUSUN,nipon,n i p o n,4 7 1 7 4,AXBYN,NIPUN,144.0,144.N.C 144.I.V 144.P.C 144.U.V 144.N.c,2.0 1.5 1.75 1.3 0.8,nipon,0.0,4575.0
5075,tooth,TAUSUG,ipun,i p u n,7 1 7 4,XBYN,IPYN,145.0,145.I.V 145.P.C 145.Y.V 145.N.c,1.5 1.75 1.3 0.8,ipun,0.0,4575.0
5115,tooth,TAUT BATU,nipən,n i p ə n,4 7 1 7 4,AXBYN,NIPEN,146.0,146.N.C 146.I.V 146.P.C 146.E.V 146.N.c,2.0 1.5 1.75 1.3 0.8,nipən,0.0,4575.0
5155,tooth,TBOLI TAGABILI,nihih,n i h i h,4 7 3 7 3,AXBYN,NIHIH,147.0,147.N.C 147.I.V 147.H.C 147.I.V 147.H.c,2.0 1.5 1.75 1.3 0.8,nihih,0.0,4682.0
5195,tooth,TIMUGON MURUT,dipon,d i p o n,1 7 1 7 4,AXBYN,TIPUN,148.0,148.T.C 148.I.V 148.P.C 148.U.V 148.N.c,2.0 1.5 1.75 1.3 0.8,dipon,0.0,4575.0
5235,tooth,TIRURAY,kifen,k i f e n,1 7 3 7 4,AXBYN,KIBEN,149.0,149.K.C 149.I.V 149.B.C 149.E.V 149.N.c,2.0 1.5 1.75 1.3 0.8,kifen,0.0,4556.0
5275,tooth,TURKISH,diS,d i s,1 7 3,AXN,TIS,150.0,150.T.C 150.I.V 150.S.c,2.0 1.5 0.8,dis,0.0,4579.0
5315,tooth,UGARITIC,Sn,s n,3 4,AC,SN,151.0,151.S.C 151.N.C,2.0 1.5,sn,0.0,4694.0
5355,tooth,WARAY WARAY,ŋipon,ŋ i p o n,4 7 1 7 4,AXBYN,NIPUN,152.0,152.N.C 152.I.V 152.P.C 152.U.V 152.N.c,2.0 1.5 1.75 1.3 0.8,ŋipon,0.0,4575.0
5395,tooth,YAKAN,impen,i m p e n,7 4 1 7 4,XMBYN,IMPEN,153.0,153.I.V 153.M.c 153.P.C 153.E.V 153.N.c,1.5 1.1 1.75 1.3 0.8,impen,0.0,4552.0
5435,tooth,YOGAD,ŋipan,ŋ i p a n,4 7 1 7 4,AXBYN,NIPAN,154.0,154.N.C 154.I.V 154.P.C 154.A.V 154.N.c,2.0 1.5 1.75 1.3 0.8,ŋipan,0.0,4575.0
5515,tooth,IMOROD,ŋepen,ŋ e p e n,4 7 1 7 4,AXBYN,NEPEN,52.0,52.N.C 52.E.V 52.P.C 52.E.V 52.N.c,2.0 1.5 1.75 1.3 0.8,ŋepen,0.0,4598.0
5555,tooth,BABUYAN,5ipen,i p e n,7 1 7 4,XBYN,IPEN,4.0,4.I.V 4.P.C 4.E.V 4.N.c,1.5 1.75 1.3 0.8,ipen,0.0,4575.0
5595,tooth,BISAYA SABAH,ipan,i p a n,7 1 7 4,XBYN,IPAN,13.0,13.I.V 13.P.C 13.A.V 13.N.c,1.5 1.75 1.3 0.8,ipan,0.0,4575.0
5635,tooth,FINALLIG,fiab,f i a b,3 7 7 1,AXYN,BIAP,36.0,36.B.C 36.I.V 36.A.V 36.P.c,2.0 1.5 1.3 0.8,fiab,0.0,4582.0
5675,tooth,HILIGAYNON,ŋipon,ŋ i p o n,4 7 1 7 4,AXBYN,NIPUN,42.0,42.N.C 42.I.V 42.P.C 42.U.V 42.N.c,2.0 1.5 1.75 1.3 0.8,ŋipon,0.0,4575.0
5715,tooth,INABAKNON,impon,i m p o n,7 4 1 7 4,XMBYN,IMPUN,53.0,53.I.V 53.M.c 53.P.C 53.U.V 53.N.c,1.5 1.1 1.75 1.3 0.8,impon,0.0,4552.0
5755,tooth,IRARALAY IVATAN,ŋepen,ŋ e p e n,4 7 1 7 4,AXBYN,NEPEN,56.0,56.N.C 56.E.V 56.P.C 56.E.V 56.N.c,2.0 1.5 1.75 1.3 0.8,ŋepen,0.0,4598.0
5795,tooth,ISAMORONG IVATAN,5ipen,i p e n,7 1 7 4,XBYN,IPEN,58.0,58.I.V 58.P.C 58.E.V 58.N.c,1.5 1.75 1.3 0.8,ipen,0.0,4575.0
5835,tooth,IVASAY IVATAN,5ipen,i p e n,7 1 7 4,XBYN,IPEN,64.0,64.I.V 64.P.C 64.E.V 64.N.c,1.5 1.75 1.3 0.8,ipen,0.0,4575.0
5875,tooth,KANKANAEY,baba,b a b a,1 7 1 7,AXBZ,PAPA,74.0,74.P.C 74.A.V 74.P.C 74.A.V,2.0 1.5 1.75 0.8,baba,0.0,4593.0
5915,tooth,LIMOS KALINGA,ŋipon,ŋ i p o n,4 7 1 7 4,AXBYN,NIPUN,81.0,81.N.C 81.I.V 81.P.C 81.U.V 81.N.c,2.0 1.5 1.75 1.3 0.8,ŋipon,0.0,4575.0
5955,tooth,MANDAYAN BOSO,untu,u n t u,7 4 1 7,XMBZ,YNTY,85.0,85.Y.V 85.N.c 85.T.C 85.Y.V,1.5 1.1 1.75 0.8,untu,0.0,4615.0
5995,tooth,MANDAYAN CARAGA,untu,u n t u,7 4 1 7,XMBZ,YNTY,86.0,86.Y.V 86.N.c 86.T.C 86.Y.V,1.5 1.1 1.75 0.8,untu,0.0,4615.0
6035,tooth,MANDAYAN ISLAM PISO,untu,u n t u,7 4 1 7,XMBZ,YNTY,87.0,87.Y.V 87.N.c 87.T.C 87.Y.V,1.5 1.1 1.75 0.8,untu,0.0,4615.0
6075,tooth,MANSAKA 2,untu,u n t u,7 4 1 7,XMBZ,YNTY,96.0,96.Y.V 96.N.c 96.T.C 96.Y.V,1.5 1.1 1.75 0.8,untu,0.0,4615.0
6115,tooth,PROTO SOUTHERN MINDANAO,kipan,k i p a n,1 7 1 7 4,AXBYN,KIPAN,116.0,116.K.C 116.I.V 116.P.C 116.A.V 116.N.c,2.0 1.5 1.75 1.3 0.8,kipan,0.0,4556.0
6155,tooth,SINAUNA,ŋipən,ŋ i p ə n,4 7 1 7 4,AXBYN,NIPEN,126.0,126.N.C 126.I.V 126.P.C 126.E.V 126.N.c,2.0 1.5 1.75 1.3 0.8,ŋipən,0.0,4575.0
6195,tooth,SOUTHERN KALINGA,fafa,f a f a,3 7 3 7,AXBZ,BABA,130.0,130.B.C 130.A.V 130.B.C 130.A.V,2.0 1.5 1.75 0.8,fafa,0.0,4593.0
36,tree,AGTA,koju,k o j u,1 7 6 7,AXBZ,KUJY,1.0,1.K.C 1.U.V 1.J.C 1.Y.V,2.0 1.5 1.75 0.8,koju,0.0,4709.0
116,tree,ATTA PAMPLONA,kaju,k a j u,1 7 6 7,AXBZ,KAJY,3.0,3.K.C 3.A.V 3.J.C 3.Y.V,2.0 1.5 1.75 0.8,kaju,0.0,4696.0
156,tree,BALANGAW,awoj,a w o j,7 6 7 6,XBYN,AWUJ,5.0,5.A.V 5.W.C 5.U.V 5.J.c,1.5 1.75 1.3 0.8,awoj,0.0,4697.0
196,tree,BALANGINGI SAMA,kaju,k a j u,1 7 6 7,AXBZ,KAJY,6.0,6.K.C 6.A.V 6.J.C 6.Y.V,2.0 1.5 1.75 0.8,kaju,0.0,4698.0
236,tree,BALANGINGI SAMA (1),kaju,k a j u,1 7 6 7,AXBZ,KAJY,7.0,7.K.C 7.A.V 7.J.C 7.Y.V,2.0 1.5 1.75 0.8,kaju,0.0,4699.0
276,tree,BASQUE,zuhaic,z u h a i c,3 7 3 7 7 1,AXBYYN,SYHAIC,8.0,8.S.C 8.Y.V 8.H.C 8.A.V 8.I.V 8.C.c,2.0 1.5 1.75 1.3 1.3 0.8,zuhaic,0.0,4700.0
316,tree,BATAK PALAWAN,kaju,k a j u,1 7 6 7,AXBZ,KAJY,9.0,9.K.C 9.A.V 9.J.C 9.Y.V,2.0 1.5 1.75 0.8,kaju,0.0,4698.0
356,tree,BILAAN KORONADAL,kaju,k a j u,1 7 6 7,AXBZ,KAJY,10.0,10.K.C 10.A.V 10.J.C 10.Y.V,2.0 1.5 1.75 0.8,kaju,0.0,4702.0
396,tree,BILAAN SARANGANI,kajo,k a j o,1 7 6 7,AXBZ,KAJU,11.0,11.K.C 11.A.V 11.J.C 11.U.V,2.0 1.5 1.75 0.8,kajo,0.0,4702.0
436,tree,BINUKID,kaju,k a j u,1 7 6 7,AXBZ,KAJY,12.0,12.K.C 12.A.V 12.J.C 12.Y.V,2.0 1.5 1.75 0.8,kaju,0.0,4704.0
516,tree,BONTOC GUINAANG,kaʔəw,k a ʔ ə w,1 7 1 7 6,AXBYN,KAHEW,15.0,15.K.C 15.A.V 15.H.C 15.E.V 15.W.c,2.0 1.5 1.75 1.3 0.8,kaʔəw,0.0,4706.0
556,tree,BROOKES POINT PALAWAN,kaju,k a j u,1 7 6 7,AXBZ,KAJY,16.0,16.K.C 16.A.V 16.J.C 16.Y.V,2.0 1.5 1.75 0.8,kaju,0.0,4707.0
596,tree,BUHI,kawuj,k a w u j,1 7 6 7 6,AXBYN,KAWYJ,17.0,17.K.C 17.A.V 17.W.C 17.Y.V 17.J.c,2.0 1.5 1.75 1.3 0.8,kawuj,0.0,4708.0
676,tree,BUKIDNON BINUKID,kaju,k a j u,1 7 6 7,AXBZ,KAJY,19.0,19.K.C 19.A.V 19.J.C 19.Y.V,2.0 1.5 1.75 0.8,kaju,0.0,4709.0
756,tree,CAIJIA,so,s o,3 7,AX,SU,21.0,21.S.C 21.U.V,2.0 1.5,so,0.0,4710.0
796,tree,CANIPAAN PALAWAN,kaju,k a j u,1 7 6 7,AXBZ,KAJY,22.0,22.K.C 22.A.V 22.J.C 22.Y.V,2.0 1.5 1.75 0.8,kaju,0.0,4707.0
836,tree,CASIGURAN NEGRITO,kEjo,k æ j o,1 7 6 7,AXBZ,KEJU,23.0,23.K.C 23.E.V 23.J.C 23.U.V,2.0 1.5 1.75 0.8,kæjo,0.0,4712.0
1036,tree,CENTRAL TAGBANWA,kajo,k a j o,1 7 6 7,AXBZ,KAJU,28.0,28.K.C 28.A.V 28.J.C 28.U.V,2.0 1.5 1.75 0.8,kajo,0.0,4713.0
1116,tree,DARAGA,kawuj,k a w u j,1 7 6 7 6,AXBYN,KAWYJ,30.0,30.K.C 30.A.V 30.W.C 30.Y.V 30.J.c,2.0 1.5 1.75 1.3 0.8,kawuj,0.0,4708.0
1156,tree,DUMAGAT CASIGURAN,kajoʔ,k a j o ʔ,1 7 6 7 1,AXBYN,KAJUH,31.0,31.K.C 31.A.V 31.J.C 31.U.V 31.H.c,2.0 1.5 1.75 1.3 0.8,kajoʔ,0.0,4715.0
1196,tree,DUPANINGAN AGTA,kajuʔ,k a j u ʔ,1 7 6 7 1,AXBYN,KAJYH,32.0,32.K.C 32.A.V 32.J.C 32.Y.V 32.H.c,2.0 1.5 1.75 1.3 0.8,kajuʔ,0.0,4715.0
1236,tree,ENGLISH,tri,t r i,1 5 7,ACX,TRI,33.0,33.T.C 33.R.C 33.I.V,2.0 1.5 1.5,tri,0.0,4717.0
1316,tree,ESTONIAN,pu,p u,1 7,AX,PY,35.0,35.P.C 35.Y.V,2.0 1.5,pu,0.0,4718.0
1356,tree,FINNISH,puu,p uu,1 7,AX,PY,37.0,37.P.C 37.Y.V,2.0 1.5,puu,0.0,4718.0
1396,tree,FUZHOU CHINESE,tʃiu,tʃ i u,1 7 7,AXZ,TIY,38.0,38.T.C 38.I.V 38.Y.V,2.0 1.5 0.8,tʃiu,1.0,4717.0
1436,tree,GADDANG,kajo,k a j o,1 7 6 7,AXBZ,KAJU,39.0,39.K.C 39.A.V 39.J.C 39.U.V,2.0 1.5 1.75 0.8,kajo,0.0,4721.0
1516,tree,HIGAONON BINUKID,kaju,k a j u,1 7 6 7,AXBZ,KAJY,41.0,41.K.C 41.A.V 41.J.C 41.Y.V,2.0 1.5 1.75 0.8,kaju,0.0,4709.0
1556,tree,HUNGARIAN,fa,f a,3 7,AX,BA,43.0,43.B.C 43.A.V,2.0 1.5,fa,0.0,4723.0
1716,tree,IFUGAO AMGANAD,kajiw,k a j i w,1 7 6 7 6,AXBYN,KAJIW,47.0,47.K.C 47.A.V 47.J.C 47.I.V 47.W.c,2.0 1.5 1.75 1.3 0.8,kajiw,0.0,4724.0
1756,tree,IFUGAO BATAD,ajiw,a j i w,7 6 7 6,XBYN,AJIW,48.0,48.A.V 48.J.C 48.I.V 48.W.c,1.5 1.75 1.3 0.8,ajiw,0.0,4725.0
1796,tree,IFUGAO BAYNINAN,kajiw,k a j i w,1 7 6 7 6,AXBYN,KAJIW,49.0,49.K.C 49.A.V 49.J.C 49.I.V 49.W.c,2.0 1.5 1.75 1.3 0.8,kajiw,0.0,4726.0
1876,tree,ILONGOT KAKIDUGEN,kiju,k i j u,1 7 6 7,AXBZ,KIJY,51.0,51.K.C 51.I.V 51.J.C 51.Y.V,2.0 1.5 1.75 0.8,kiju,0.0,4727.0
1916,tree,INIBALOI,kijəw,k i j ə w,1 7 6 7 6,AXBYN,KIJEW,54.0,54.K.C 54.I.V 54.J.C 54.E.V 54.W.c,2.0 1.5 1.75 1.3 0.8,kijəw,0.0,4728.0
1996,tree,IRIGA,kawuj,k a w u j,1 7 6 7 6,AXBYN,KAWYJ,57.0,57.K.C 57.A.V 57.W.C 57.Y.V 57.J.c,2.0 1.5 1.75 1.3 0.8,kawuj,0.0,4708.0
2036,tree,ISNAG,kaju,k a j u,1 7 6 7,AXBZ,KAJY,59.0,59.K.C 59.A.V 59.J.C 59.Y.V,2.0 1.5 1.75 0.8,kaju,0.0,4709.0
2076,tree,ISNEG,kaju,k a j u,1 7 6 7,AXBZ,KAJY,60.0,60.K.C 60.A.V 60.J.C 60.Y.V,2.0 1.5 1.75 0.8,kaju,0.0,4709.0
2156,tree,ITBAYATEN BATANES ISLANDS,kajuh,k a j u h,1 7 6 7 3,AXBYN,KAJYH,62.0,62.K.C 62.A.V 62.J.C 62.Y.V 62.H.c,2.0 1.5 1.75 1.3 0.8,kajuh,0.0,4709.0
2196,tree,ITNEG BINONGAN,kajo,k a j o,1 7 6 7,AXBZ,KAJU,63.0,63.K.C 63.A.V 63.J.C 63.U.V,2.0 1.5 1.75 0.8,kajo,0.0,4709.0
2236,tree,IVATAN BATANES ISLANDS,kajoʔ,k a j o ʔ,1 7 6 7 1,AXBYN,KAJUH,65.0,65.K.C 65.A.V 65.J.C 65.U.V 65.H.c,2.0 1.5 1.75 1.3 0.8,kajoʔ,0.0,4709.0
2276,tree,JAPANESE,ki,k i,1 7,AX,KI,66.0,66.K.C 66.I.V,2.0 1.5,ki,0.0,4735.0
2316,tree,KADAZAN,kazu,k a z u,1 7 3 7,AXBZ,KASY,67.0,67.K.C 67.A.V 67.S.C 67.Y.V,2.0 1.5 1.75 0.8,kazu,0.0,4736.0
2356,tree,KAGAYANEN,kauj,k a u j,1 7 7 6,AXYN,KAYJ,68.0,68.K.C 68.A.V 68.Y.V 68.J.c,2.0 1.5 1.3 0.8,kauj,0.0,4708.0
2396,tree,KALAGAN,kawuj,k a w u j,1 7 6 7 6,AXBYN,KAWYJ,69.0,69.K.C 69.A.V 69.W.C 69.Y.V 69.J.c,2.0 1.5 1.75 1.3 0.8,kawuj,0.0,4708.0
2436,tree,KALINGA GUINAANG,kaju,k a j u,1 7 6 7,AXBZ,KAJY,70.0,70.K.C 70.A.V 70.J.C 70.Y.V,2.0 1.5 1.75 0.8,kaju,0.0,4739.0
2476,tree,KALINGA LIMOS,kaju,k a j u,1 7 6 7,AXBZ,KAJY,71.0,71.K.C 71.A.V 71.J.C 71.Y.V,2.0 1.5 1.75 0.8,kaju,0.0,4740.0
2516,tree,KALLAHAN KAYAPA PROPER,kallahan,k a ll a h a n,1 7 5 7 3 7 4,AXBYBYN,KALAHAN,72.0,72.K.C 72.A.V 72.L.C 72.A.V 72.H.C 72.A.V 72.N.c,2.0 1.5 1.75 1.3 1.75 1.3 0.8,kallahan,0.0,4741.0
2556,tree,KALLAHAN KELEYQIQ IFUGAO,kejew,k e j e w,1 7 6 7 6,AXBYN,KEJEW,73.0,73.K.C 73.E.V 73.J.C 73.E.V 73.W.c,2.0 1.5 1.75 1.3 0.8,kejew,0.0,4742.0
